Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
India,IND,"Population, total",SP.POP.TOTL,450547679,459642165,469077190,478825608,488848135,499123324,509631500,520400576,531513824,543084336,555189792,567868018,581087256,594770134,608802600,623102897,637630087,652408776,667499806,682995354,698952844,715384993,732239504,749428958,766833410,784360008,801975244,819682102,837468930,855334678,873277798,891273209,909307016,927403860,945601831,963922588,982365243,1000900030,1019483581,1038058156,1056575549,1075000085,1093317189,1111523144,1129623456,1147609927,1165486291,1183209472,1200669765,1217726215,1234281170,1250288729,1265782790,1280846129,1295604184,1310152403,1324509589,1338658835,1352617328,1366417754,
Not classified,INX,"Population, total",SP.POP.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Population, total",SP.POP.TOTL,2828600,2824400,2836050,2852650,2866550,2877300,2888800,2902450,2915550,2932650,2957250,2992050,3036850,3085950,3137500,3189550,3238050,3282200,3329100,3373750,3412800,3453000,3485800,3510600,3532423,3538082,3539690,3540057,3524949,3511009,3513974,3534235,3558430,3576261,3590386,3608841,3637510,3674171,3712696,3754786,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4580084,4599533,4623816,4657740,4701957,4755335,4807388,4867316,4941444,
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,21906914,22480372,23071315,23680258,24307860,24954873,25624373,26317783,27032571,27764924,28513866,29281591,30075297,30905707,31786471,32729772,33733961,34803045,35960805,37237137,38650246,40199906,41869236,43636837,45472791,47347186,49260255,51193782,53077313,54822003,56366217,57679034,58780370,59723764,60590614,61442664,62294920,63136312,63971836,64800880,65623405,66449112,67284796,68122938,68951281,69762347,70554760,71336475,72120604,72924837,73762519,74634956,75539862,76481943,77465753,78492215,79564016,80673951,81800269,82913906,
Iraq,IRQ,"Population, total",SP.POP.TOTL,7289760,7475350,7674220,7888913,8122197,8375790,8651162,8947404,9260682,9585576,9917983,10255850,10599668,10950888,11312062,11684590,12068676,12462070,12860680,13259113,13653354,14044117,14432468,14815656,15190393,15555800,15909762,16257070,16612322,16994948,17419113,17889459,18402734,18955085,19539340,20149338,20783073,21439574,22114324,22802064,23497585,24208180,24931919,25644499,26313838,26922284,27448124,27911248,28385746,28973162,29741976,30725300,31890011,33157050,34411951,35572261,36610632,37552781,38433600,39309783,
Iceland,ISL,"Population, total",SP.POP.TOTL,175574,179029,182378,185653,188983,192286,195570,198751,201488,203369,204438,206098,209137,212317,215209,217979,220154,221799,223537,225735,228138,230755,233860,236977,239511,241405,243180,245859,249740,252852,254826,257797,261057,263725,266021,267468,268916,271128,274047,277381,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,330815,335439,343400,352721,361313,
Israel,ISR,"Population, total",SP.POP.TOTL,2114020,2185000,2293000,2379000,2475000,2563000,2629000,2745000,2803000,2877000,2974000,3069000,3148000,3278000,3377000,3455000,3533000,3613000,3690000,3786000,3878000,3956000,4031000,4105000,4159000,4233000,4299000,4369000,4442000,4518000,4660000,4949000,5123000,5261000,5399000,5545000,5692000,5836000,5971000,6125000,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8882800,9053300,
Italy,ITA,"Population, total",SP.POP.TOTL,50199700,50536350,50879450,51252000,51675350,52112350,52519000,52900500,53235750,53537950,53821850,54073490,54381345,54751406,55110868,55441001,55718260,55955411,56155143,56317749,56433883,56501675,56543548,56564074,56576718,56593071,56596155,56601931,56629288,56671781,56719240,56758521,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,60730582,60627498,60536709,60421760,60297396,
Jamaica,JAM,"Population, total",SP.POP.TOTL,1628520,1651073,1676501,1703651,1730738,1756511,1780518,1803319,1825879,1849662,1875642,1904276,1935100,1966974,1998309,2028016,2055365,2080831,2105907,2132785,2162846,2196921,2234057,2271736,2306366,2335510,2358161,2375393,2389411,2403464,2419906,2439334,2461049,2484581,2509043,2533711,2558637,2583916,2608873,2632675,2654701,2674702,2692845,2709437,2725015,2740003,2754407,2768227,2781876,2795837,2810460,2825929,2842132,2858709,2875136,2891021,2906238,2920853,2934855,2948279,
Jordan,JOR,"Population, total",SP.POP.TOTL,933102,973988,1010658,1050213,1102399,1173606,1267062,1378998,1500163,1617428,1721323,1809182,1883935,1948442,2007735,2065913,2123180,2179363,2237943,2303122,2377995,2464867,2563534,2671413,2784463,2900049,3015299,3131796,3256558,3399330,3565890,3760496,3977672,4201555,4410359,4588843,4732854,4848541,4943975,5031762,5122493,5217336,5317506,5434030,5580244,5765635,5991540,6255280,6556478,6893260,7261539,7663131,8090872,8520420,8920049,9266575,9551467,9779173,9956011,10101694,
Japan,JPN,"Population, total",SP.POP.TOTL,92500572,94943000,95832000,96812000,97826000,98883000,99790000,100725000,101061000,103172000,104345000,105697000,107188000,108079000,110162000,111940000,112771000,113863000,114898000,115870000,116782000,117648000,118449000,119259000,120018000,120754000,121492000,122091000,122613000,123116000,123537000,123921000,124229000,124536000,124961000,125439000,125757000,126057000,126400000,126631000,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,127141000,126994511,126785797,126529100,126264931,
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,9934563,10349414,10756928,11147859,11511847,11841920,12132559,12385710,12611426,12824606,13036139,13250213,13463985,13673007,13869975,14050226,14212145,14359624,14499952,14643133,14796174,14958908,15128087,15303309,15483419,15665595,15852525,16039251,16206002,16249500,16348000,16450500,16439095,16330419,16095199,15815626,15577894,15333703,15071300,14928426,14883626,14858335,14858948,14909018,15012985,15147029,15308084,15484192,15674000,16092822,16321872,16557201,16792089,17035550,17288285,17542806,17794055,18037776,18276498.5,18513930,
Kenya,KEN,"Population, total",SP.POP.TOTL,8120080,8377696,8647011,8928511,9222692,9530173,9851444,10187478,10539894,10910675,11301394,11713048,12146068,12600797,13077341,13575907,14096263,14638890,15205374,15797776,16417197,17063876,17736326,18431761,19146400,19877083,20622560,21382112,22153676,22935092,23724579,24521703,25326078,26136216,26950513,27768296,28589451,29415659,30250488,31098757,31964557,32848564,33751739,34678779,35635271,36624895,37649033,38705932,39791981,40901792,42030676,43178257,44343410,45519889,46699981,47878336,49051686,50221473,51393010,52573973,
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,2172300,2255900,2333400,2413700,2495300,2573300,2655300,2736500,2818300,2894800,2959900,3022300,3088200,3153800,3223900,3292400,3358700,3423900,3487100,3552000,3617400,3685800,3759300,3838300,3916400,3990300,4066500,4144600,4218400,4307500,4391200,4463600,4515400,4516700,4515100,4560400,4628400,4696400,4769000,4840400,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,5956900,6079500,6198200,6322800,6456900,
Cambodia,KHM,"Population, total",SP.POP.TOTL,5722370,5872966,6028431,6183584,6331449,6467197,6585035,6685960,6779787,6880623,6996576,7139647,7302111,7449238,7533336,7524447,7404684,7196042,6957265,6770396,6693764,6749847,6919801,7169997,7447853,7714880,7960949,8198082,8435912,8691334,8975597,9289299,9623889,9970733,10317899,10656138,10982917,11298600,11600508,11886458,12155239,12405408,12637727,12856163,13066469,13273354,13477709,13679962,13883834,14093604,14312212,14541423,14780454,15026332,15274503,15521436,15766293,16009414,16249798,16486542,
Kiribati,KIR,"Population, total",SP.POP.TOTL,41202,42229,43281,44338,45399,46429,47434,48417,49363,50267,51151,51980,52780,53553,54333,55114,55924,56764,57618,58461,59301,60104,60887,61733,62744,63986,65505,67248,69089,70853,72400,73692,74766,75716,76670,77723,78903,80187,81556,82972,84396,85849,87305,88835,90499,92325,94343,96527,98761,100930,102927,104728,106370,107890,109391,110930,112524,114158,115847,117606,
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,51199,51196,50961,50529,49928,49209,48351,47388,46399,45529,44878,44489,44318,44304,44322,44271,44140,43944,43703,43452,43201,42963,42733,42477,42198,41874,41479,41041,40633,40354,40260,40381,40691,41141,41618,42077,42472,42857,43225,43622,44083,44602,45168,45749,46323,46852,47333,47769,48178,48599,49011,49442,49881,50328,50776,51204,51629,52036,52438,52834,
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,25012374,25765673,26513030,27261747,27984155,28704674,29435571,30130983,30838302,31544266,32240827,32882704,33505406,34103149,34692266,35280725,35848523,36411795,36969185,37534236,38123775,38723248,39326352,39910403,40405956,40805744,41213674,41621690,42031247,42449038,42869283,43295704,43747962,44194628,44641540,45092991,45524681,45953580,46286503,46616677,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51606633,51709098,
Kuwait,KWT,"Population, total",SP.POP.TOTL,269029,300576,337348,378746,423898,472037,523166,577164,632899,688979,744450,798642,851916,905635,961770,1021720,1085861,1153583,1224067,1296081,1368677,1439331,1507645,1576968,1652150,1735274,1832310,1938909,2034857,2092777,2095344,2031296,,,,1605901,1626857,1710256,1831119,1951636,2045123,2103282,2136997,2161626,2200492,2270198,2373672,2504019,2656009,2821045,2991884,3168060,3348853,3526376,3690941,3835591,3956875,4056099,4137312,4207083,
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,204132307,209907559,215860314,221965760,228189483,234504556,240902679,247383950,253941687,260571228,267269858,274032328,280858335,287756757,294740514,301818708,308988120,316246886,323606231,331080217,338674617,346391520,354216288,362113463,370037938,377955076,385849514,393720726,401567026,409391892,417195816,424967294,432695340,440382409,448036590,455661646,463259079,470817406,478311491,485702149,492968023,500087458,507060155,513900749,520642948,527308236,533896504,540405225,546848929,553244958,559496778,565881766,572223264,578500250,584677997,590731803,596647568,602435369,608125444,613773119,
Lao PDR,LAO,"Population, total",SP.POP.TOTL,2120898,2170344,2221125,2273351,2327137,2382594,2439196,2496920,2556852,2620434,2688428,2762265,2840841,2919287,2990965,3051577,3098973,3135842,3168843,3207328,3258144,3323366,3401191,3489903,3586316,3687898,3794198,3905530,4020811,4138845,4258472,4379236,4500351,4619944,4735845,4846483,4951195,5050315,5144602,5235346,5323700,5409582,5493246,5576640,5662208,5751676,5846074,5944948,6046620,6148623,6249165,6347567,6444530,6541304,6639756,6741164,6845846,6953035,7061507,7169455,
Lebanon,LBN,"Population, total",SP.POP.TOTL,1804941,1864619,1925297,1985001,2041229,2092375,2136617,2174738,2210772,2250447,2297434,2354047,2417836,2481943,2536778,2575749,2596406,2601740,2597205,2590902,2588929,2594302,2606139,2622072,2638054,2651995,2660872,2667960,2684675,2726440,2803044,2921706,3076132,3246126,3403357,3528380,3610665,3658424,3693520,3747766,3842778,3991001,4182205,4388375,4569378,4698763,4759753,4767344,4764741,4813026,4953061,5202343,5538634,5914621,6262410,6532678,6711121,6811873,6848925,6855713,
Liberia,LBR,"Population, total",SP.POP.TOTL,1118657,1142302,1166648,1191802,1217901,1245102,1273464,1303035,1333978,1366502,1400730,1436738,1474567,1514366,1556290,1600452,1645836,1692140,1740914,1794248,1853001,1918826,1989483,2057227,2111671,2145754,2158429,2153316,2134097,2106431,2075912,2040139,2001624,1976699,1986493,2044661,2160478,2326202,2517481,2699712,2848456,2953927,3024729,3077058,3135651,3218116,3329211,3461911,3607860,3754133,3891356,4017443,4135659,4248334,4359505,4472230,4586788,4702228,4818977,4937374,
Libya,LBY,"Population, total",SP.POP.TOTL,1448417,1498071,1550813,1607171,1667825,1733306,1803683,1878877,1958914,2043818,2133526,2228146,2327490,2430755,2536888,2645139,2754696,2865637,2979093,3096729,3219466,3347781,3480454,3614689,3746715,3873781,3994597,4109725,4220450,4328939,4436661,4544242,4650885,4755133,4854875,4948798,5036171,5118007,5196780,5275926,5357891,5443248,5531089,5620547,5710154,5798614,5886872,5974787,6058748,6133984,6197663,6247439,6285750,6320359,6362037,6418315,6492164,6580724,6678567,6777452,
St. Lucia,LCA,"Population, total",SP.POP.TOTL,89697,90716,91891,93211,94636,96134,97715,99365,101035,102597,104015,105247,106310,107320,108391,109627,111067,112685,114400,116136,117822,119430,120988,122564,124292,126244,128449,130856,133367,135788,138020,139995,141760,143409,145083,146870,148834,150913,153021,154995,156729,158179,159392,160530,161816,163417,165381,167639,170011,172221,174085,175544,176646,177513,178296,179126,180024,180955,181889,182790,
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,219825927,225909659,232179886,238608947,245143683,251756122,258435727,265182496,272001001,278891993,285860560,292906467,300021013,307216450,314499545,321874182,329337968,336887191,344541623,352308435,360198758,368206688,376322284,384511533,392733297,400955769,409162921,417353074,425524544,433681411,441826994,449938846,458011033,466051607,474058642,482028947,489970940,497858148,505687071,513366723,520903450,528283160,535509360,542599538,549590595,556504290,563337673,570091451,576783744,583430031,589932554,596538552,603096250,609598313,616001190,622301083,628488528,634554056,640467174,646430843,
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,240518433,246113640,251900741,257908074,264174179,270720892,277573029,284708409,292045744,299473256,306916896,314344629,321797581,329357353,337142681,345242710,353691338,362475112,371577256,380963304,390612563,400528924,410740611,421279107,432185325,443491288,455193656,467290514,479814021,492803028,506275612,520262423,534731006,549559264,564581083,579681672,594801259,609983301,625342098,641046802,657215864,673903112,691061397,708587948,726331177,744190510,762132501,780219542,798563392,817322629,836614860,856472234,876869863,897797478,919226401,941131317,963511276,986365080,1009662578,1033388876,
Low income,LIC,"Population, total",SP.POP.TOTL,143735578,146949519,150246788,153662705,157248410,161039182,165047561,169257096,173638890,178150439,182760628,187459560,192255470,197157047,202179871,207334734,212634810,218076745,223636735,229281391,234993767,240770883,246643720,252671956,258935415,265497522,272367574,279547387,287081457,295019822,303390406,312235599,321531045,331155718,340941571,350774281,360601917,370477990,380522587,390910661,401768207,413123461,424933735,437166682,449765047,462679645,475927007,489505419,503324676,517267751,531260028,545266258,559335524,573583598,588174709,603234541,618780841,634796692,651327587,668454965,
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,16493,16893,17289,17719,18168,18649,19152,19691,20235,20766,21266,21728,22151,22563,22983,23438,23931,24448,24975,25459,25879,26238,26536,26789,27036,27288,27559,27837,28129,28449,28789,29159,29553,29975,30426,30880,31348,31830,32311,32769,33184,33552,33879,34175,34452,34713,34970,35217,35471,35727,35994,36293,36615,36934,37223,37470,37658,37800,37910,38019,
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,9874476,10111637,10352179,10597511,10849975,11110820,11380670,11657650,11937600,12214956,12485740,12747821,13002231,13252036,13501935,13755146,14012899,14273495,14533690,14788862,15035834,15272831,15501207,15724651,15948487,16176280,16408859,16643952,16878189,17106753,17325773,17535729,17736821,17924823,18094477,18242912,18367288,18470900,18564599,18663284,18777601,18911730,19062482,19224037,19387153,19544988,19695972,19842044,19983984,20123508,20261737,20398670,20425000,20585000,20778000,20970000,21203000,21444000,21670000,21803000,
Lower middle income,LMC,"Population, total",SP.POP.TOTL,876215767,895901294,916256413,937247174,958816595,980920377,1003559712,1026748653,1050508855,1074867693,1099849866,1125478859,1151780781,1178789002,1206553673,1235108340,1264441849,1294569650,1325590614,1357631983,1390765927,1425059199,1460309661,1496475726,1533336558,1570680342,1608495285,1646753428,1685368183,1724253101,1765242835,1804249923,1843386680,1882431404,1921274347,1960170782,1999275190,2038516003,2077744727,2116794418,2155781287,2194583752,2233327611,2272093950,2310951151,2349947388,2389129523,2428529757,2468136919,2507929642,2548154994,2588455505,2628465458,2668772179,2709173405,2749824313,2790617792,2831466703,2872397765,2913363391,
Low & middle income,LMY,"Population, total",SP.POP.TOTL,2252173227,2281693582,2324516396,2379541287,2435054181,2492350942,2553332788,2614208568,2676854299,2741994383,2808816759,2877092413,2944468939,3011825196,3078739653,3144348695,3209450526,3274131319,3339958060,3407356598,3475736541,3546123488,3619940401,3694957816,3770062283,3846640296,3925425844,4006377627,4088115461,4169378576,4251636958,4331377615,4409608113,4486793819,4563472313,4639487256,4715287096,4790982263,4865923598,4939675723,5012852771,5085444342,5157632243,5229719493,5301915963,5374446871,5447074438,5519916433,5593451949,5667768723,5742542545,5818138003,5894258056,5971273930,6048822070,6126712584,6205233900,6284043441,6361429561,6437681136,
Lesotho,LSO,"Population, total",SP.POP.TOTL,837270,852890,869136,886057,903763,922306,941794,962273,983685,1005909,1028926,1052614,1077095,1102878,1130635,1160792,1193521,1228536,1265202,1302667,1340255,1377799,1415367,1452728,1489691,1526131,1561692,1596394,1630996,1666563,1703747,1742539,1782285,1822236,1861324,1898598,1934291,1968044,1997516,2019731,2032804,2035740,2029829,2018348,2005940,1996114,1989939,1986922,1987129,1990131,1995581,2003787,2014990,2028519,2043437,2059021,2075001,2091412,2108132,2125268,
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,1096903435,1099284948,1113927866,1139889920,1165421491,1191679469,1220687494,1248850534,1277803283,1308225906,1339320328,1370950391,1400911469,1429901934,1457475810,1482809877,1506611965,1528866955,1551073491,1573488422,1595481001,1618039046,1642764675,1667457260,1691255649,1715762755,1741726077,1769123551,1796650128,1823252478,1848477103,1872531745,1892668357,1913771946,1934414296,1955852554,1975201173,1994264451,2012571338,2029613547,2045125923,2059873500,2073757401,2087310557,2100746529,2114307505,2127750972,2140907330,2154245139,2167842734,2180828823,2193830154,2206931627,2220297520,2233867635,2247409050,2261412980,2275534160,2287846155,2298470832,
Lithuania,LTU,"Population, total",SP.POP.TOTL,2778550,2823550,2863350,2898950,2935200,2971450,3008050,3044400,3078850,3107321,3139689,3179041,3213622,3244438,3273894,3301652,3328664,3355036,3379514,3397842,3413202,3432947,3457179,3485192,3514205,3544543,3578914,3616367,3655049,3684255,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2828403,2801543,2786844,
Luxembourg,LUX,"Population, total",SP.POP.TOTL,313970,316845,320750,324100,327750,331500,333895,334995,335850,337500,339171,342421,346600,350450,355050,358950,360731,361358,362007,362856,364150,365225,365525,365622,365998,366706,368355,370750,373450,377100,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,619896,
Latvia,LVA,"Population, total",SP.POP.TOTL,2120979,2152681,2181586,2210919,2240623,2265919,2283217,2301220,2323619,2343173,2359164,2376389,2395674,2415819,2437186,2456130,2470989,2485073,2497921,2505953,2511701,2519421,2531080,2546011,2562047,2578873,2599892,2626583,2653434,2666955,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1912789,
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,167791,170462,176183,184245,193561,203228,213192,223418,233000,240839,246194,248738,248767,246947,244285,241628,239075,236678,235171,235440,238071,243373,251158,260931,271918,283503,295591,308180,320773,332783,343808,353626,362311,370199,377798,385513,393373,401352,409616,418383,427782,437938,448821,460165,471597,482858,493799,504511,515239,526400,538219,550832,564039,577372,590208,602085,612836,622585,631636,640445,
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,3893,3989,4076,4183,4308,4468,4685,4920,5193,5459,5712,5944,6156,6368,6607,6881,7246,7718,8190,8557,8771,8678,8369,8294,9061,11061,14559,19275,24378,28722,31520,32449,31811,30200,28484,27321,26849,26909,27392,28116,28935,29853,30910,32053,33186,34248,35237,36137,36885,37377,37582,37446,37009,36453,36015,35858,36065,36560,37264,38002,
Morocco,MAR,"Population, total",SP.POP.TOTL,12328532,12710581,13094888,13478423,13857649,14230163,14595350,14954031,15307273,15656843,16004731,16350881,16696891,17048518,17413144,17796164,18198844,18620093,19059770,19516942,19990012,20479715,20984009,21495086,22002643,22499110,22980335,23447252,23903592,24355619,24807462,25260404,25711406,26155203,26584478,26994250,27383473,27754571,28110443,28455509,28793679,29126330,29454768,29782884,30115214,30455561,30804683,31163673,31536811,31929087,32343389,32781850,33241898,33715693,34192347,34663603,35126296,35581294,36029138,36471769,
Monaco,MCO,"Population, total",SP.POP.TOTL,22452,22808,23039,23168,23236,23282,23305,23292,23304,23346,23484,23721,24051,24439,24836,25198,25524,25809,26087,26394,26745,27162,27627,28097,28510,28832,29041,29168,29229,29305,29438,29622,29865,30146,30435,30716,30995,31280,31556,31844,32147,32470,32806,33153,33500,33843,34190,34525,34872,35226,35612,36024,36460,36901,37322,37718,38070,38392,38682,38964,
Moldova,MDA,"Population, total",SP.POP.TOTL,2043664,2092667,2140063,2185050,2228429,2269399,2307959,2344108,2377848,2411588,2445328,2479871,2515217,2549760,2582697,2611616,2638126,2660619,2682309,2703999,2728099,2754609,2782725,2811645,2840565,2867878,2893584,2918487,2940177,2957047,2969097,2975523,2977130,2973114,2964277,2952307,2946401,2935524,2934339,2929735,2923783,2917252,2910504,2902320,2895147,2888111,2880095,2873429,2867964,2864346,2861487,2859833,2859458,2858692,2856950,2834530,2802170,2755158,2706049,2657637,
Madagascar,MDG,"Population, total",SP.POP.TOTL,5099373,5223568,5352503,5486319,5625164,5769218,5918595,6073526,6234465,6401921,6576305,6757850,6946620,7142627,7345780,7556026,7773449,7998164,8230218,8469672,8716553,8971345,9234129,9504281,9780872,10063495,10352120,10647754,10952395,11268658,11598633,11942819,12301336,12675460,13066543,13475400,13902688,14347854,14808791,15282521,15766806,16260932,16765117,17279141,17802997,18336724,18880269,19433530,19996473,20569117,21151640,21743967,22346641,22961253,23589887,24234088,24894380,25570540,26262368,26969307,
Maldives,MDV,"Population, total",SP.POP.TOTL,89863,92325,94905,97551,100171,102718,105136,107478,109891,112582,115691,119302,123354,127701,132104,136417,140563,144631,148780,153276,158272,163824,169851,176244,182850,189537,196264,203028,209785,216510,223158,229751,236265,242605,248588,254139,259183,263842,268455,273527,279398,286306,294186,302683,311265,319608,327487,335169,343452,353398,365734,380495,397237,415593,435015,454915,475513,496402,515696,530953,
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,105203269,108061812,111045434,114101592,117271166,120541214,123908159,127444958,131026912,134704201,138473064,142307879,146213388,150292291,154509812,158917328,163532323,168361100,173447058,178866341,184628605,190731422,197157159,203834190,210648811,217572788,224549844,231570113,238565130,245453259,254215138,261046309,265656619,272107828,278384965,286096964,292041181,297891731,303641740,309436741,315326801,321297208,327362252,333608779,340143481,347029874,354302463,361929136,369823252,377883993,385917886,393944527,401974219,409977872,417932241,425821770,433597628,441255236,448912962,456707404,
Mexico,MEX,"Population, total",SP.POP.TOTL,37771859,38966056,40195319,41462369,42771079,44123853,45519737,46956208,48431972,49945279,51493565,53076373,54689943,56324303,57966804,59607953,61242190,62869903,64494869,66123897,67761372,69407624,71058654,72709299,74352631,75983485,77599098,79200081,80788721,82368931,83943132,85512623,87075138,88625440,90156400,91663285,93147044,94611002,96056321,97484832,98899845,100298153,101684758,103081020,104514932,106005203,107560153,109170502,110815271,112463887,114092963,115695473,117274155,118827161,120355128,121858258,123333376,124777324,126190788,127575529,
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,14662,15051,15547,16114,16710,17284,17842,18388,18961,19622,20395,21313,22341,23439,24531,25576,26552,27470,28406,29416,30576,31893,33328,34889,36557,38333,40211,42173,44083,45820,47271,48404,49245,49831,50215,50457,50533,50450,50356,50423,50753,51422,52370,53456,54476,55258,55767,56051,56174,56250,56366,56531,56717,56938,57179,57439,57735,58058,58413,58791,
Middle income,MIC,"Population, total",SP.POP.TOTL,2108437649,2134744063,2174269608,2225878582,2277805771,2331311760,2388285227,2444951472,2503215409,2563843944,2626056131,2689632853,2752213469,2814668149,2876559782,2937013961,2996815716,3056054574,3116321325,3178075207,3240742774,3305352605,3373296681,3442285860,3511126868,3581142774,3653058270,3726830240,3801034004,3874358754,3948246552,4019142016,4088077068,4155638101,4222530742,4288712975,4354685179,4420504273,4485401011,4548765062,4611084564,4672320881,4732698508,4792552811,4852150916,4911767226,4971147431,5030411014,5090127273,5150500972,5211282517,5272871745,5334922532,5397690332,5460647361,5523478043,5586453059,5649246749,5710101974,5769226171,
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1488667,1507654,1527111,1547450,1569142,1592433,1617795,1644943,1672399,1698144,1720800,1739521,1754956,1768991,1784398,1803010,1825552,1851069,1877688,1902719,1924197,1941530,1955243,1965895,1974415,1981534,1987538,1992274,1995513,1996870,1996228,1993302,1988659,1984028,1981703,1983252,1989443,1999598,2012057,2024394,2034819,2042842,2048928,2053426,2057048,2060273,2063131,2065426,2067313,2069039,2070741,2072487,2074278,2076067,2077775,2079328,2080745,2081996,2082958,2083459,
Mali,MLI,"Population, total",SP.POP.TOTL,5263733,5322266,5381368,5441613,5503752,5568484,5635859,5706199,5780835,5861412,5949045,6044530,6147458,6256187,6368348,6482278,6596728,6712267,6831085,6956402,7090126,7234728,7388668,7545166,7694855,7831889,7952865,8062219,8171522,8296915,8449913,8635527,8850334,9087176,9334880,9585653,9837571,10094368,10360561,10642936,10946445,11271600,11616887,11982695,12369070,12775516,13203378,13651464,14113577,14581429,15049353,15514591,15979499,16449864,16934220,17438778,17965429,18512394,19077690,19658031,
Malta,MLT,"Population, total",SP.POP.TOTL,326550,325250,323900,322550,321250,318800,315200,311550,307900,304300,302650,302700,302450,302200,301996,304222,305774,306970,310182,313342,316645,318982,325898,330524,330593,336452,342121,344485,347325,350722,354170,363845,367618,371308,374797,377419,379905,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,467999,484630,502653,
Myanmar,MMR,"Population, total",SP.POP.TOTL,21736942,22211624,22697667,23198241,23717788,24259359,24823940,25410060,26015248,26635849,27269069,27913750,28570097,29238168,29918461,30611095,31314341,32026742,32748784,33481396,34224313,34976462,35734272,36491800,37241527,37977086,38698482,39404335,40085651,40731426,41335199,41890197,42401684,42890002,43383428,43901598,44452206,45027233,45611220,46181077,46719701,47225120,47702171,48148902,48564484,48949924,49301050,49621475,49929642,50250367,50600818,50990615,51413698,51852451,52280807,52680726,53045226,53382581,53708395,54045420,
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,97553162,100147129,102808053,105546273,108376339,111307812,114351833,117503859,120739199,124023257,127335091,130670746,134051043,137511210,141099581,144855682,148781931,152881209,157192233,161761420,166616401,171766031,177185670,182825264,188614696,194494169,200443463,206447530,212456887,218415849,226259037,232101440,237828663,243429290,248897270,254233351,259431597,264504166,269440690,274350032,279279634,284249018,289264324,294343628,299502774,304755503,310109412,315573347,321168767,326900984,332777824,338814807,345004009,351299193,357637340,363975550,370276461,376546755,382896715,389457086,
Montenegro,MNE,"Population, total",SP.POP.TOTL,480579,491140,502558,513409,521753,526327,526419,522796,517481,513340,512407,515449,521785,530220,538902,546487,552562,557576,562065,566888,572608,579445,587001,594506,600884,605398,607711,608144,607413,606571,606372,607105,608516,610170,611389,611712,611003,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622137,
