Binomial,order,family,genus,species,Sample_size.brain,Sample_size.body,Sex,Mean_brain_mass_g,Mean_body_mass_g,BrainReference1,BrainReference2,Brain.resid,T_resid
Phalanger_sericeus,Diprotodontia,Phalangeridae,Phalanger,sericeus,10,,Both,9.96,2003,Ashwell2008/Weisbecker.etal.2013,,-0.218047929,-0.005187583
Wyulda_squamicaudata,Diprotodontia,Phalangeridae,Wyulda,squamicaudata,1,,Both,10.1,1675,Ashwell2008/Weisbecker.etal.2013,,-0.153735754,0.049754695
Onychogalea_lunata,Diprotodontia,Macropodidae,Onychogalea,lunata,3,,Both,10.2,3500,Ashwell2008/Weisbecker.etal.2013,,-0.389499089,-0.147396371
Bettongia_lesueur,Diprotodontia,Potoroidae,Bettongia,lesueur,1,,Both,10.5,1300,Ashwell2008/Weisbecker.etal.2013,,-0.054313475,0.135897593
Petrogale_concinna,Diprotodontia,Macropodidae,Petrogale,concinna,1,,Both,11,1350,Ashwell2008/Weisbecker.etal.2013,,-0.046403014,0.145785447
Trichosurus_vulpecula,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,16,,Both,11,2600,Ashwell2008/Weisbecker.etal.2013,,-0.259884663,-0.033356351
Bettongia_gaimardi,Diprotodontia,Potoroidae,Bettongia,gaimardi,5,,Both,11.7,1660,Ashwell2008/Weisbecker.etal.2013,,-0.086941197,0.116077932
Dorcopsulus_vanheurni,Diprotodontia,Macropodidae,Dorcopsulus,vanheurni,5,,Both,11.8,1696.5,Ashwell2008/Weisbecker.etal.2013,,-0.090329448,0.11382925
Trichosurus_caninus,Diprotodontia,Phalangeridae,Trichosurus,caninus,6,,Both,11.9,2900,Ashwell2008/Weisbecker.etal.2013,,-0.264964155,-0.032714379
Aepyprymnus_rufescens,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,3,,Both,12.3,2600,Ashwell2008/Weisbecker.etal.2013,,-0.211372236,0.015156075
Lagorchestes_leporides,Diprotodontia,Macropodidae,Lagorchestes,leporides,3,,Both,12.6,3000,Ashwell2008/Weisbecker.etal.2013,,-0.247518161,-0.013492123
Phalanger_gymnotis,Diprotodontia,Phalangeridae,Phalanger,gymnotis,8,,Both,13,2700,Ashwell2008/Weisbecker.etal.2013,,-0.199626921,0.028878784
Spilocuscus_maculatus,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,8,,Both,13.4,3815,Ashwell2008/Weisbecker.etal.2013,,-0.299064594,-0.052446621
Dorcopsulus_macleayi,Diprotodontia,Macropodidae,Dorcopsulus,macleayi,2,,Both,13.5,2988,Ashwell2008/Weisbecker.etal.2013,,-0.21624943,0.017566609
Setonix_brachyurus,Diprotodontia,Macropodidae,Setonix,brachyurus,11,,Both,13.9,3250,Ashwell2008/Weisbecker.etal.2013,,-0.230945726,0.007274127
Lagorchestes_conspicillatus,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,2,,Both,14,3000,Ashwell2008/Weisbecker.etal.2013,,-0.201760671,0.032265367
Onychogalea_fraenata,Diprotodontia,Macropodidae,Onychogalea,fraenata,5,,Both,14.7,4550,Ashwell2008/Weisbecker.etal.2013,,-0.316240226,-0.060391009
Petrogale_brachyotis,Diprotodontia,Macropodidae,Petrogale,brachyotis,2,,Both,15.75,4050,Ashwell2008/Weisbecker.etal.2013,,-0.248359374,0.001390557
Dorcopsis_atrata,Diprotodontia,Macropodidae,Dorcopsis,atrata,3,,Both,16.7,2050,Ashwell2008/Weisbecker.etal.2013,,-0.001145549,0.212930026
Onychogalea_unguifera,Diprotodontia,Macropodidae,Onychogalea,unguifera,3,,Both,16.7,6650,Ashwell2008/Weisbecker.etal.2013,,-0.384449913,-0.108717449
Spilocuscus_rufoniger,Diprotodontia,Phalangeridae,Spilocuscus,rufoniger,3,,Both,16.8,6000,Ashwell2008/Weisbecker.etal.2013,,-0.348353998,-0.078010717
Petrogale_mareeba,Diprotodontia,Macropodidae,Petrogale,mareeba,1,,Both,17,4150,Ashwell2008/Weisbecker.etal.2013,,-0.223135889,0.027892025
Petrogale_inornata,Diprotodontia,Macropodidae,Petrogale,inornata,1,,Both,17,4600,Ashwell2008/Weisbecker.etal.2013,,-0.256668499,-0.000246656
Thylogale_brunii,Diprotodontia,Macropodidae,Thylogale,brunii,1,,Both,17.5,3620,Ashwell2008/Weisbecker.etal.2013,,-0.166041708,0.077827291
Petrogale_assimilis,Diprotodontia,Macropodidae,Petrogale,assimilis,2,,Both,17.5,4500,Ashwell2008/Weisbecker.etal.2013,,-0.236920317,0.018349947
Thylogale_stigmatica,Diprotodontia,Macropodidae,Thylogale,stigmatica,3,,Both,17.8,4600,Ashwell2008/Weisbecker.etal.2013,,-0.236697418,0.019724425
Petrogale_godmani,Diprotodontia,Macropodidae,Petrogale,godmani,2,,Both,18,4750,Ashwell2008/Weisbecker.etal.2013,,-0.242296844,0.015806256
Thylogale_browni,Diprotodontia,Macropodidae,Thylogale,browni,9,,Both,18.3,5478,Ashwell2008/Weisbecker.etal.2013,,-0.281565001,-0.015990654
Dendrolagus_bennettianus,Diprotodontia,Macropodidae,Dendrolagus,bennettianus,4,,Both,18.5,10950,Ashwell2008/Weisbecker.etal.2013,,-0.502440506,-0.200577617
Macropus_parma,Diprotodontia,Macropodidae,Macropus,parma,6,,Both,18.7,4275,Ashwell2008/Weisbecker.etal.2013,,-0.191409309,0.061173457
Petrogale_lateralis,Diprotodontia,Macropodidae,Petrogale,lateralis,3,,Both,19.2,4600,Ashwell2008/Weisbecker.etal.2013,,-0.203816191,0.052605651
Thylogale_thetis,Diprotodontia,Macropodidae,Thylogale,thetis,3,,Both,19.2,5400,Ashwell2008/Weisbecker.etal.2013,,-0.256043618,0.008779331
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,20,,Both,20.2,5800,Ashwell2008/Weisbecker.etal.2013,,-0.257269366,0.011297653
Dorcopsis_muelleri,Diprotodontia,Macropodidae,Dorcopsis,muelleri,4,,Both,20.4,3150,Ashwell2008/Weisbecker.etal.2013,,-0.05415066,0.182431725
Dorcopsis_luctuosa,Diprotodontia,Macropodidae,Dorcopsis,luctuosa,4,,Both,20.6,6350,Ashwell2008/Weisbecker.etal.2013,,-0.278263086,-0.004949268
Petrogale_herberti,Diprotodontia,Macropodidae,Petrogale,herberti,5,,Both,21.2,5150,Ashwell2008/Weisbecker.etal.2013,,-0.197568945,0.064770377
Petrogale_persephone,Diprotodontia,Macropodidae,Petrogale,persephone,2,,Both,21.5,6200,Ashwell2008/Weisbecker.etal.2013,,-0.251905248,0.020156047
Thylogale_billardierii,Diprotodontia,Macropodidae,Thylogale,billardierii,7,,Both,22.1,5450,Ashwell2008/Weisbecker.etal.2013,,-0.197954657,0.067351195
Dorcopsis_hageni,Diprotodontia,Macropodidae,Dorcopsis,hageni,5,,Both,22.5,5500,Ashwell2008/Weisbecker.etal.2013,,-0.193139081,0.072645266
Petrogale_xanthopus,Diprotodontia,Macropodidae,Petrogale,xanthopus,2,,Both,23,7500,Ashwell2008/Weisbecker.etal.2013,,-0.284618622,-0.0025838
Macropus_eugenii,Diprotodontia,Macropodidae,Macropus,eugenii,3,,Both,23.7,6500,Ashwell2008/Weisbecker.etal.2013,,-0.224986754,0.049550342
Petrogale_penicillata,Diprotodontia,Macropodidae,Petrogale,penicillata,10,,Both,23.9,7100,Ashwell2008/Weisbecker.etal.2013,,-0.250096207,0.029066954
Macropus_irma,Diprotodontia,Macropodidae,Macropus,irma,5,,Both,24.7,8000,Ashwell2008/Weisbecker.etal.2013,,-0.274671241,0.010745059
Macropus_greyi,Diprotodontia,Macropodidae,Macropus,greyi,1,,Both,25,19000,Ashwell2008/Weisbecker.etal.2013,,-0.551178488,-0.220440901
Dendrolagus_lumholtzi,Diprotodontia,Macropodidae,Dendrolagus,lumholtzi,3,,Both,26.2,7195,Ashwell2008/Weisbecker.etal.2013,,-0.214522194,0.065337375
Dendrolagus_ursinus,Diprotodontia,Macropodidae,Dendrolagus,ursinus,2,,Both,26.3,8200,Ashwell2008/Weisbecker.etal.2013,,-0.255455419,0.031254643
Dendrolagus_matschiei,Diprotodontia,Macropodidae,Dendrolagus,matschiei,1,,Both,27.5,8800,Ashwell2008/Weisbecker.etal.2013,,-0.2590803,0.031329749
Dendrolagus_goodfellowi,Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,7,,Both,28.4,7500,Ashwell2008/Weisbecker.etal.2013,,-0.193028118,0.089006704
Dendrolagus_spadix,Diprotodontia,Macropodidae,Dendrolagus,spadix,1,,Both,28.5,9100,Ashwell2008/Weisbecker.etal.2013,,-0.254487274,0.037679186
Dendrolagus_scottae,Diprotodontia,Macropodidae,Dendrolagus,scottae,3,,Both,29.2,10500,Ashwell2008/Weisbecker.etal.2013,,-0.290560642,0.009103545
Macropus_dorsalis,Diprotodontia,Macropodidae,Macropus,dorsalis,6,,Both,29.2,11250,Ashwell2008/Weisbecker.etal.2013,,-0.313033266,-0.009754218
Dendrolagus_inustus,Diprotodontia,Macropodidae,Dendrolagus,inustus,5,,Both,30.1,13450,Ashwell2008/Weisbecker.etal.2013,,-0.358027478,-0.04539016
Dendrolagus_dorianus,Diprotodontia,Macropodidae,Dendrolagus,dorianus,7,,Both,32.3,9550,Ashwell2008/Weisbecker.etal.2013,,-0.215851241,0.078844141
Wallabia_bicolor,Diprotodontia,Macropodidae,Wallabia,bicolor,6,,Both,32.9,15000,Ashwell2008/Weisbecker.etal.2013,,-0.354925134,-0.036573068
Macropus_agilis,Diprotodontia,Macropodidae,Macropus,agilis,10,,Both,33.3,15000,Ashwell2008/Weisbecker.etal.2013,,-0.349676798,-0.031324732
Macropus_rufogriseus,Diprotodontia,Macropodidae,Macropus,rufogriseus,14,,Both,36,16200,Ashwell2008/Weisbecker.etal.2013,,-0.340886578,-0.018502161
Macropus_parryi,Diprotodontia,Macropodidae,Macropus,parryi,3,,Both,41.3,13500,Ashwell2008/Weisbecker.etal.2013,,-0.221852547,0.090979186
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,9,,Both,55.5,26000,Ashwell2008/Weisbecker.etal.2013,,-0.306991263,0.04018032
Macropus_antilopinus,Diprotodontia,Macropodidae,Macropus,antilopinus,3,,Both,56.8,27250,Ashwell2008/Weisbecker.etal.2013,,-0.312230921,0.03740096
Macropus_fuliginosus,Diprotodontia,Macropodidae,Macropus,fuliginosus,1,,Both,58,28850,Ashwell2008/Weisbecker.etal.2013,,-0.321735917,0.030885421
Macropus_robustus,Diprotodontia,Macropodidae,Macropus,robustus,6,,Both,59,21200,Ashwell2008/Weisbecker.etal.2013,,-0.213953508,0.122524558
Vombatus_ursinus,Diprotodontia,Vombatidae,Vombatus,ursinus,18,,Both,59,26000,Ashwell2008/Weisbecker.etal.2013,,-0.280432235,0.066739348
Macropus_rufus,Diprotodontia,Macropodidae,Macropus,rufus,8,,Both,62.4,46250,Ashwell2008/Weisbecker.etal.2013,,-0.443705174,-0.066356078
Macropus_giganteus,Diprotodontia,Macropodidae,Macropus,giganteus,2,,Both,69.8,26400,Ashwell2008/Weisbecker.etal.2013,,-0.212401804,0.135569714
Petaurus_biacensis,Diprotodontia,Petauridae,Petaurus,biacensis,2,,,1.68,84.5,Ashwell2008,,0.04012968,0.087126731
Petaurus_abidi,Diprotodontia,Petauridae,Petaurus,abidi,2,,,3.83,284,Ashwell2008,,0.003169317,0.113680422
Phalanger_rothschildi,Diprotodontia,Phalangeridae,Phalanger,rothschildi,5,,,6.14,1244,Ashwell2008,,-0.272992042,-0.085088032
Strigocuscus_pelengensis,Diprotodontia,Phalangeridae,Strigocuscus,pelengensis,7,,,6.22,991,Ashwell2008,,-0.193309303,-0.017318421
Phalanger_intercastellanus,Diprotodontia,Phalangeridae,Phalanger,intercastellanus,8,,,7.35,1434,Ashwell2008,,-0.241170078,-0.045818907
Spilocuscus_kraemeri,Diprotodontia,Phalangeridae,Spilocuscus,kraemeri,7,,,11.5,1547,Ashwell2008,,-0.071465676,0.127859624
Atelerix_albiventris,Erinaceomorpha,Erinaceidae,Atelerix,albiventris,">1,<10",,Both,2.24,280,Boddy2012,Mace.etal1981,-0.225161165,
Erinaceus_europaeus,Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,15,,Both,3.67,720.44,Boddy2012,"Glendenning1998,Mace.etal1981,Stephan.etal1981,Warncke1908",-0.31857579,
Hemiechinus_auritus,Erinaceomorpha,Erinaceidae,Hemiechinus,auritus,3,,,1.9,250,Boddy2012,Stephan.etal1981,-0.259741726,
Paraechinus_hypomelas,Erinaceomorpha,Erinaceidae,Paraechinus,hypomelas,,,,2.4,550,Savage and West 2006,Meddis R 1983,-0.415103458,
Mesechinus_dauuricus,Erinaceomorpha,Erinaceidae,Mesechinus,dauuricus,,,,2.9,342,Stankowich2016,,-0.178162841,
Atelerix_algirus,Erinaceomorpha,Erinaceidae,Atelerix,algirus,3,,,3.2,790,Boddy2012,Stephan.etal1981,-0.408114108,
Echinosorex_gymnura,Erinaceomorpha,Erinaceidae,Echinosorex,gymnura,,,,5.5,957,Stankowich2016,,-0.235365606,
Procavia_capensis,Hyracoidea,Procaviidae,Procavia,capensis,3,,both,19.47,2321.67,Boddy2012,Warncke 1908; Welker & Carlson 1976,0.024968587,
Heterohyrax_brucei,Hyracoidea,Procaviidae,Heterohyrax,brucei,,,,12.27,2625,Savage and West 2006,Smith2003,-0.215549783,
Dendrohyrax_arboreus,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,,,,12.3,2950,Savage and West 2006,Smith2003,-0.252509116,
Ochotona_hyperborea,Lagomorpha,Ochotonidae,Ochotona,hyperborea,">1,<10",,Both,2.22,120,Boddy2012,Mace.etal1981,0.046928919,0.037349765
Ochotona_princeps,Lagomorpha,Ochotonidae,Ochotona,princeps,">1,<10",,Both,2.39,169,Boddy2012,Mace.etal1981,-0.032556275,-0.020880976
Ochotona_rufescens,Lagomorpha,Ochotonidae,Ochotona,rufescens,">1,<10",,Both,2.75,250,Boddy2012,Mace.etal1981,-0.099162633,-0.063181636
Sylvilagus_audubonii,Lagomorpha,Leporidae,Sylvilagus,audubonii,">1,<10",,Both,6.07,792.5,Boddy2012,Mace.etal1981,-0.131104539,-0.023507204
Sylvilagus_bachmani,Lagomorpha,Leporidae,Sylvilagus,bachmani,">1,<10",,Both,6.58,712.4,Boddy2012,Mace.etal1981,-0.061360497,0.039622707
Sylvilagus_floridanus,Lagomorpha,Leporidae,Sylvilagus,floridanus,">1,<10",,Both,7.56,1036,Boddy2012,Mace.etal1981,-0.123042601,0.001186124
Lepus_americanus,Lagomorpha,Leporidae,Lepus,americanus,">1,<10",,Both,9.72,1500,Boddy2012,Mace.etal1981,-0.134447868,0.012754191
Lepus_capensis,Lagomorpha,Leporidae,Lepus,capensis,">2,<11",,Both,10.78,2412.5,Boddy2012,"Crile&Quiring1940,Mace.etal1981",-0.244278843,-0.067579478
Oryctolagus_cuniculus,Lagomorpha,Leporidae,Oryctolagus,cuniculus,">3,<12",,Both,11.09,2157.6,Boddy2012,"Mace.etal1981,Warncke1908",-0.195593432,-0.02582565
Lepus_nigricollis,Lagomorpha,Leporidae,Lepus,nigricollis,">1,<10",,Both,11.49,1961,Boddy2012,Mace.etal1981,-0.149084658,0.014752486
Lepus_californicus,Lagomorpha,Leporidae,Lepus,californicus,">1,<10",,Both,13.23,2314.9,Boddy2012,Mace.etal1981,-0.141886321,0.032249584
Lepus_europaeus,Lagomorpha,Leporidae,Lepus,europaeus,,,both,14.35,1954,Boddy2012,Mace 1981,-0.051387999,0.112227169
Lepus_arcticus,Lagomorpha,Leporidae,Lepus,arcticus,4,,both,15.8,4231,Boddy2012,Mace 1981,-0.261223978,-0.049653196
Sylvilagus_brasiliensis,Lagomorpha,Leporidae,Sylvilagus,brasiliensis,2,,,4.5,439,Boddy2012,Crile&Quiring1940,-0.068677884,0.002252972
Lepus_timidus,Lagomorpha,Leporidae,Lepus,timidus,,,,15.1,3274.5,Boddy2012,Count 1947; Mace 1981; Silva & Downing 1995,-0.197429827,-0.001766858
Rhynchocyon_petersi,Macroscelidea,Macroscelididae,Rhynchocyon,petersi,,,Female,5.4,370,Boddy2012,"Sherwood.etal2008,Boddy2012",0.066200972,
Elephantulus_intufi,Macroscelidea,Macroscelididae,Elephantulus,intufi,,,,1.14,49.545,Barton&Capellini2011,,0.045619506,
Elephantulus_fuscipes,Macroscelidea,Macroscelididae,Elephantulus,fuscipes,2,,,1.33,57,Boddy2012,Stephan.etal1981,0.066909608,
Elephantulus_myurus,Macroscelidea,Macroscelididae,Elephantulus,myurus,,,,1.37,54.576,Barton&Capellini2011,,0.09393353,
Rhynchocyon_cirnei,Macroscelidea,Macroscelididae,Rhynchocyon,cirnei,3,,,5.9,507.5,Boddy2012,"Stephan.etal1981,Stolzenburg1989",0.001732535,
Dromiciops_gliroides,Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,2,,Both,0.81,24,Ashwell2008/Weisbecker.etal.2013,,0.133293289,
Ornithorhynchus_anatinus,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,1,,,10.08,1389,Boddy2012,Macrini.etal2006,-0.093611611,
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,,,20.73,4250,Boddy2012,Macrini 2006,-0.144741204,
Zaglossus_bruijni,Monotremata,Tachyglossidae,Zaglossus,bruijni,,,,37.35,7500,Boddy2012,Macrini 2006,-0.074055852,
Notoryctes_caurinus,Notoryctemorphia,Notoryctidae,Notoryctes,caurinus,2,,Both,0.78,55,Ashwell2008/Weisbecker.etal.2013,,-0.153213198,
Rhyncholestes_raphanurus,Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,1,,Both,0.65,23.5,Ashwell2008/Weisbecker.etal.2013,,0.044579224,
Caenolestes_fuliginosus,Paucituberculata,Caenolestidae,Caenolestes,fuliginosus,1,,Both,0.68,35,Ashwell2008/Weisbecker.etal.2013,,-0.06557655,
Chaeropus_ecaudatus,Peramelemorphia,Chaeropodidae,Chaeropus,ecaudatus,1,,Both,2.4,200,Ashwell2008/Weisbecker.etal.2013,,-0.085600907,-0.10848691
Perameles_bougainville,Peramelemorphia,Peramelidae,Perameles,bougainville,7,,Both,3.21,226,Ashwell2008/Weisbecker.etal.2013,,0.000883685,0.004921566
Echymipera_kalubu,Peramelemorphia,Peramelidae,Echymipera,kalubu,18,,Both,3.67,950,Ashwell2008/Weisbecker.etal.2013,,-0.40867096,-0.088306128
Echymipera_rufescens,Peramelemorphia,Peramelidae,Echymipera,rufescens,12,,Both,3.73,1700,Ashwell2008/Weisbecker.etal.2013,,-0.591173923,-0.142614921
Microperoryctes_longicauda,Peramelemorphia,Peramelidae,Microperoryctes,longicauda,14,,Both,3.81,538,Ashwell2008/Weisbecker.etal.2013,,-0.207204348,-0.012099776
Macrotis_leucura,Peramelemorphia,Thylacomyidae,Macrotis,leucura,1,,Both,4.3,355.5,Ashwell2008/Weisbecker.etal.2013,,-0.019702623,0.08412656
Isoodon_macrourus,Peramelemorphia,Peramelidae,Isoodon,macrourus,34,,Both,4.42,1600,Ashwell2008/Weisbecker.etal.2013,,-0.4977136,-0.062509874
Echymipera_clara,Peramelemorphia,Peramelidae,Echymipera,clara,8,,Both,4.48,1236.5,Ashwell2008/Weisbecker.etal.2013,,-0.407912686,-0.029483024
Perameles_gunnii,Peramelemorphia,Peramelidae,Perameles,gunnii,3,,Both,4.5,750,Ashwell2008/Weisbecker.etal.2013,,-0.243127046,0.025162616
Perameles_nasuta,Peramelemorphia,Peramelidae,Perameles,nasuta,16,,Both,4.96,960,Ashwell2008/Weisbecker.etal.2013,,-0.2812661,0.041405503
Peroryctes_raffrayana,Peramelemorphia,Peramelidae,Peroryctes,raffrayana,9,,Both,6.33,830,Ashwell2008/Weisbecker.etal.2013,,-0.127948775,0.162668294
Macrotis_lagotis,Peramelemorphia,Thylacomyidae,Macrotis,lagotis,11,,Both,6.57,1800,Ashwell2008/Weisbecker.etal.2013,,-0.363935244,0.097215447
Isoodon_obesulus,Peramelemorphia,Peramelidae,Isoodon,obesulus,11,,,4.03,691,Boddy2012,Ashwell2007,-0.264346856,-0.014106675
Rhynchomeles_prattorum,Peramelemorphia,Peramelidae,Rhynchomeles,prattorum,1,,,4.9,907,Ashwell2008,,-0.268053567,0.042107322
Equus_asinus,Perissodactyla,Equidae,Equus,asinus,8,,both,434,234000,Boddy2012,Crile & Quiring 1940; Warncke 1908,-0.129482982,0.059071616
Tapirus_indicus,Perissodactyla,Tapiridae,Tapirus,indicus,,,Female,265,201000,IslerVanSchaik2012,,-0.294211533,-0.125195262
Equus_zebra,Perissodactyla,Equidae,Equus,zebra,,,Female,548,275885,IslerVanSchaik2012,,-0.08182682,0.127891573
Diceros_bicornis,Perissodactyla,Rhinocerotidae,Diceros,bicornis,,,Female,655,765450,IslerVanSchaik2012,,-0.33676069,0.004117856
Equus_caballus,Perissodactyla,Equidae,Equus,caballus,,,Female,693,340722,IslerVanSchaik2012,,-0.048628842,0.188219583
Tapirus_bairdii,Perissodactyla,Tapiridae,Tapirus,bairdii,1,,,85,14260,Boddy2012,Crile & Quiring 1940,0.073776846,-0.097272056
Tapirus_terrestris,Perissodactyla,Tapiridae,Tapirus,terrestris,,,,180.5,160000,IslerVanSchaik2012,,-0.386672461,-0.246977407
Equus_quagga,Perissodactyla,Equidae,Equus,quagga,,,,562,264514,Perez-Barberia.etal.2007,Dunbar.2006,-0.057161368,0.147147293
Equus_burchellii,Perissodactyla,Equidae,Equus,burchellii,1,,,612,250000,Boddy2012,Warncke 1908,-0.001764601,0.195290809
Ceratotherium_simum,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,,,,643,1400000,Perez-Barberia.etal.2007,Kruska_1988,-0.541451233,-0.122972198
Rhinoceros_unicornis,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,,,,786,2250000,Perez-Barberia.etal.2007,Kruska_1988,-0.608781943,-0.129321807
Manis_tricuspis,Pholidota,Manidae,Manis,tricuspis,,,,9.4,1790,IslerVanSchaik2012,,-0.206558138,
Manis_javanica,Pholidota,Manidae,Manis,javanica,,,,13.7,5150,IslerVanSchaik2012,,-0.387184239,
Manis_pentadactyla,Pholidota,Manidae,Manis,pentadactyla,,,,17.64,4675,Stankowich2016,,-0.245886725,
Bradypus_variegatus,Pilosa,Bradypodidae,Bradypus,variegatus,12,,both,16.03,3263,Boddy2012,Crile & Quiring 1940,-0.1703273,
Choloepus_hoffmanni,Pilosa,Megalonychidae,Choloepus,hoffmanni,8,,both,24.54,5048,Boddy2012,Crile & Quiring 1940,-0.127514276,
Tamandua_tetradactyla,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,2,,both,27.5,4361,Boddy2012,Crile & Quiring 1940; Sherwoodetal.2008; Silva & Downing 1995,-0.030405757,
Choloepus_didactylus,Pilosa,Megalonychidae,Choloepus,didactylus,1,,Female,28.2,5070,Boddy2012,Sherwoodetal.2008; Silva & Downing 1995,-0.068556199,
Myrmecophaga_tridactyla,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,1,,Female,84,18940,Boddy2012,Spitzka 1903; Silva & Downing 1995,-0.023808981,
Cyclopes_didactylus,Pilosa,Cyclopedidae,Cyclopes,didactylus,,,,4.29,400,Stankowich2016,,-0.05912943,
Bradypus_tridactylus,Pilosa,Bradypodidae,Bradypus,tridactylus,1,,,24.9,4097,Boddy2012,Crile & Quiring 1940; Warncke 1908; Silva & Downing 1995,-0.053198825,
Microcebus_rufus,Primates,Cheirogaleidae,Microcebus,rufus,9,87,Both,1.716401667,42.5,islerPrim2008,,0.273292219,0.076282519
Cheirogaleus_adipicaudatus,Primates,Cheirogaleidae,Cheirogaleus,adipicaudatus,2,,Both,3.037359,340,islerPrim2008/Amniote,,-0.156154303,-0.393345979
Galago_thomasi,Primates,Galagidae,Galago,thomasi,2,3,Both,3.1175415,116.5,islerPrim2008,,0.204029767,-0.012465448
Cheirogaleus_medius,Primates,Cheirogaleidae,Cheirogaleus,medius,4,,Both,3.34,179.67,Boddy2012,"Sherwood.etal2008,Boddy2012,Stephan.etal1981",0.09285046,-0.132016262
Tarsius_syrichta,Primates,Tarsiidae,Tarsius,syrichta,9,27,Both,3.358721556,125.5,islerPrim2008,,0.212152952,-0.005780208
Galago_moholi,Primates,Galagidae,Galago,moholi,61,49,Both,3.705247654,148.379097,islerPrim2008,,0.200248941,-0.020920214
Galago_matschiei,Primates,Galagidae,Galago,matschiei,3,6,Both,4.621870667,209.5,islerPrim2008,,0.183889977,-0.043944863
Euoticus_pallidus,Primates,Galagidae,Euoticus,pallidus,9,,Both,5.185675111,300,islerPrim2008,,0.116923497,-0.117849596
Galago_gabonensis,Primates,Galagidae,Galago,gabonensis,7,39,Both,5.357372143,273,islerPrim2008,,0.161789246,-0.07116144
Euoticus_elegantulus,Primates,Galagidae,Euoticus,elegantulus,14,8,Both,5.534683,274,islerPrim2008,,0.174739235,-0.058282103
Galago_cameronensis,Primates,Galagidae,Galago,cameronensis,8,2,Both,5.580927369,251.5,islerPrim2008,,0.20626254,-0.025103066
Mirza_coquereli,Primates,Cheirogaleidae,Mirza,coquereli,8,168,Both,5.79587525,311.5,islerPrim2008,,0.152984512,-0.082515469
Phaner_pallescens,Primates,Cheirogaleidae,Phaner,pallescens,7,14,Both,6.681421429,339,islerPrim2008,,0.187177859,-0.049956899
Lepilemur_dorsalis,Primates,Lepilemuridae,Lepilemur,dorsalis,1,,Both,6.7,870,islerPrim2008,,-0.118608693,-0.373955667
Lepilemur_leucopus,Primates,Lepilemuridae,Lepilemur,leucopus,9,7,Both,6.869683333,605.5,islerPrim2008,,0.010308137,-0.238035273
Arctocebus_calabarensis,Primates,Lorisidae,Arctocebus,calabarensis,21,12,Both,6.921393272,309,islerPrim2008,,0.232683712,-0.002660559
Lepilemur_edwardsi,Primates,Lepilemuridae,Lepilemur,edwardsi,2,20,Both,7.25,931,islerPrim2008,,-0.106418514,-0.363074961
Callithrix_jacchus,Primates,Cebidae,Callithrix,jacchus,14,,Both,7.73,347.45,Boddy2012,"Hrdlicka1925,Spitzka1903,Stephan.etal1981,Warncke1908",0.24246895,0.004858436
Avahi_occidentalis,Primates,Indridae,Avahi,occidentalis,2,14,Both,7.95,801.4,islerPrim2008,,-0.017563685,-0.271323566
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur,ruficaudatus,2,44,Both,8.25,804.5,islerPrim2008,,-0.00273441,-0.256568894
Saguinus_niger,Primates,Cebidae,Saguinus,niger,10,3,Both,9.481117691,375,islerPrim2008,,0.306294552,0.067209556
Saguinus_pileatus,Primates,Cebidae,Saguinus,pileatus,4,324,Both,9.555186215,524.5,islerPrim2008,,0.200387495,-0.045180891
Saguinus_oedipus,Primates,Cebidae,Saguinus,oedipus,113,,Both,9.64,327.14,Boddy2012,"Bronson1981,Boddy2012,Sherwood.etal2008,Stephan.etal1981,Warncke1908",0.357985671,0.121539057
Saguinus_leucopus,Primates,Cebidae,Saguinus,leucopus,12,3,Both,9.701980496,524.5,islerPrim2008,,0.207008737,-0.038559649
Lepilemur_microdon,Primates,Lepilemuridae,Lepilemur,microdon,2,1,Both,9.75,970,islerPrim2008,,0.008881432,-0.248567987
Saguinus_midas,Primates,Cebidae,Saguinus,midas,15,32,Both,9.783900055,563,islerPrim2008,,0.187587959,-0.059349188
Saguinus_labiatus,Primates,Cebidae,Saguinus,labiatus,2,2,Both,10.01174938,520,islerPrim2008,,0.223464947,-0.021936936
Otolemur_monteiri,Primates,Galagidae,Otolemur,monteiri,1,43,Both,11.4,1318.5,islerPrim2008,,-0.023200552,-0.286581379
