Call  Failure,Complains,Subscription  Length,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Status,Churn
0,0,31,0,0,0,0,0,1
0,0,31,0,0,0,0,1,0
0,0,28,6300,83,0,15,1,0
0,0,31,0,0,0,0,0,1
0,0,31,0,0,0,0,1,0
18,0,26,15590,224,0,73,1,0
0,0,29,6480,102,253,26,1,0
0,0,31,3233,68,0,21,1,0
0,0,30,1180,30,20,13,0,0
0,0,31,2295,39,157,16,1,0
0,0,22,830,22,175,4,1,0
0,0,21,1083,25,12,61,1,0
4,0,22,215,11,0,3,0,0
0,0,21,0,0,3,0,0,0
3,0,20,740,18,1,6,1,0
0,0,20,2740,47,0,16,1,0
0,0,13,1210,12,10,7,1,0
9,0,12,5908,127,67,35,1,0
5,0,10,8448,157,55,33,1,0
1,0,11,2368,31,13,12,1,0
0,0,4,3905,26,197,3,1,0
0,0,4,1003,5,0,4,1,1
7,0,36,4665,75,19,30,1,0
0,0,37,613,9,21,17,0,0
9,0,35,2748,64,373,37,1,0
9,0,36,4493,70,15,48,1,0
2,0,36,2688,62,16,46,1,0
10,0,36,4070,86,46,41,1,0
3,0,36,2655,43,299,31,1,0
12,0,35,9410,125,158,56,1,0
6,0,36,14068,173,14,57,1,0
6,0,36,4810,87,16,38,1,0
5,0,36,6213,99,21,25,1,0
8,0,36,2533,58,22,30,0,0
24,0,36,15435,229,68,45,1,0
3,0,36,3390,31,497,21,1,0
8,0,35,15780,186,164,43,1,0
2,0,35,6795,90,200,39,1,0
0,0,35,1170,18,14,24,0,0
1,0,36,1005,18,27,21,0,0
0,1,35,295,4,14,13,0,1
2,0,35,7803,131,398,56,1,0
6,0,35,11760,158,25,60,1,0
7,0,35,7013,79,122,50,1,0
22,0,31,1250,51,30,30,0,1
20,0,34,10730,97,15,55,1,0
12,0,34,6113,102,40,37,1,0
0,0,32,3135,26,14,27,1,0
8,0,33,3285,45,23,29,0,1
8,1,34,2563,48,48,44,0,1
0,0,34,428,6,14,15,0,1
0,0,34,1963,29,14,19,1,0
2,0,31,7080,101,28,35,1,0
0,0,34,923,11,23,17,0,1
0,0,34,633,8,18,15,1,0
24,0,29,16370,242,14,93,1,0
5,0,32,7260,120,285,46,1,0
1,0,34,4013,86,16,41,1,0
2,1,33,1960,48,52,33,0,1
5,0,34,3075,57,189,36,1,0
3,0,25,1610,40,207,24,1,0
3,0,24,1863,43,44,81,1,0
10,0,25,995,29,24,20,0,0
0,0,24,1120,14,35,16,0,0
9,0,23,1520,36,33,26,1,0
1,0,23,3520,65,22,36,1,0
1,0,16,1990,30,42,27,1,0
15,0,15,6688,145,99,55,1,0
11,0,13,9228,175,87,53,1,0
7,0,14,3148,49,45,32,1,0
1,0,7,4685,44,229,23,1,0
2,1,7,1783,23,14,20,1,1
0,0,36,3465,55,0,10,1,0
0,0,37,0,0,0,0,0,0
1,0,35,1548,44,331,7,1,0
1,0,36,3293,50,0,18,1,0
0,0,36,1488,42,0,16,1,0
2,0,36,2870,66,4,11,1,0
0,0,36,1455,23,257,1,1,0
4,0,35,8210,105,116,26,1,0
0,0,36,12868,153,0,27,1,0
0,0,36,3610,67,0,8,1,0
0,0,36,5013,79,0,13,1,0
0,0,36,1333,38,0,4,0,0
16,0,36,14235,209,26,15,1,0
0,0,36,2190,11,455,5,1,0
0,0,35,14580,166,122,13,1,0
0,0,35,5595,70,158,9,1,0
0,0,35,0,0,0,0,0,0
0,0,36,0,0,0,0,0,0
0,0,35,0,0,0,0,0,1
0,0,35,6603,111,356,26,1,0
0,0,35,10560,138,0,30,1,0
0,0,35,5813,59,80,20,1,0
7,0,31,50,2,0,1,0,1
12,0,34,9530,77,0,25,1,0
4,0,34,4913,82,0,7,1,1
0,0,32,1935,6,0,2,1,0
0,0,33,2085,25,0,9,0,1
0,1,34,1363,28,6,14,0,1
0,0,34,0,0,0,0,0,1
0,0,34,0,0,0,0,1,0
0,0,31,5880,81,0,5,1,0
0,1,34,0,0,0,0,0,1
0,0,34,0,0,0,0,1,0
16,0,29,15170,222,0,63,1,0
0,0,32,6060,100,243,16,1,0
0,0,34,2813,66,0,11,1,0
0,0,33,760,28,10,3,0,0
0,0,34,1875,37,147,6,1,0
0,0,25,1903,20,165,8,1,0
0,0,24,663,23,2,51,1,0
0,0,25,0,0,0,0,0,0
0,0,24,0,0,0,0,0,0
0,0,23,0,0,0,0,1,0
0,0,23,2320,45,0,6,1,0
0,0,16,0,0,0,0,1,0
7,0,15,5488,125,57,25,1,0
3,0,13,8028,155,45,23,1,0
0,0,14,1948,29,3,2,1,0
0,0,7,3485,24,187,21,1,0
0,0,7,0,0,0,0,1,1
3,0,37,4180,71,30,19,1,0
0,0,38,128,5,32,6,0,0
5,0,36,2263,60,384,26,1,0
5,0,37,4008,66,26,37,1,0
0,0,37,2203,58,27,35,1,0
6,0,37,3585,82,57,30,1,0
0,0,37,2170,39,310,20,1,0
8,0,36,8925,121,169,45,1,0
2,0,37,13583,169,25,46,1,0
2,0,37,4325,83,27,27,1,0
1,0,37,5728,95,32,14,1,0
4,0,37,2048,54,33,19,0,0
20,0,37,14950,225,79,34,1,0
0,0,37,2905,27,508,10,1,0
4,0,36,15295,182,175,32,1,0
0,0,36,6310,86,211,28,1,0
0,0,36,685,14,25,13,0,0
0,0,37,520,14,38,10,0,0
0,0,36,0,0,25,0,0,1
0,0,36,7318,127,409,45,1,0
2,0,36,11275,154,36,49,1,0
3,0,36,6528,75,133,39,1,0
18,0,32,765,47,41,19,0,1
16,0,35,10245,93,26,44,1,0
8,1,35,5628,98,51,26,1,1
0,0,33,2650,22,25,16,1,0
4,1,34,2800,41,34,18,0,1
4,0,35,2078,44,59,33,0,1
0,0,35,0,0,25,0,0,1
0,0,35,1478,25,25,8,1,0
0,0,32,6595,97,39,24,1,0
0,0,35,438,7,34,6,0,1
0,0,35,148,4,29,4,1,0
20,0,30,15885,238,25,82,1,0
1,0,33,6775,116,296,35,1,0
0,0,35,3528,82,27,30,1,0
0,0,34,1475,44,63,22,0,0
1,0,35,2590,53,200,25,1,0
0,0,26,1125,36,218,13,1,0
0,0,25,1378,39,55,70,1,0
6,0,26,510,25,35,9,0,0
0,0,25,635,10,46,5,0,0
5,0,24,1035,32,44,15,1,0
0,0,24,3035,61,33,25,1,0
0,0,17,1505,26,53,16,1,0
11,0,16,6203,141,110,44,1,0
7,0,14,8743,171,98,42,1,0
3,0,15,2663,45,56,21,1,0
0,0,8,4200,40,240,12,1,0
0,1,8,1298,19,25,9,1,1
3,0,35,3950,59,0,11,1,0
0,0,36,0,0,0,0,0,0
5,0,34,2033,48,320,18,1,0
5,0,35,3778,54,0,29,1,0
0,0,35,1973,46,0,27,1,0
6,0,35,3355,70,0,22,1,0
0,0,35,1940,27,246,12,1,0
8,0,34,8695,109,105,37,1,0
2,0,35,13353,157,0,38,1,0
2,0,35,4095,71,0,19,1,0
1,0,35,5498,83,0,6,1,0
4,0,35,1818,42,0,11,0,0
20,0,35,14720,213,15,26,1,0
0,0,35,2675,15,444,2,1,0
4,0,34,15065,170,111,24,1,0
0,0,34,6080,74,147,20,1,0
0,0,34,455,2,0,5,0,0
0,0,35,290,2,0,2,0,0
0,0,34,0,0,0,0,0,1
0,0,34,7088,115,345,37,1,0
2,0,34,11045,142,0,41,1,0
3,0,34,6298,63,69,31,1,0
18,0,30,535,35,0,11,0,1
16,0,33,10015,81,0,36,1,0
8,0,33,5398,86,0,18,1,1
0,0,31,2420,10,0,8,1,0
4,1,32,2570,29,0,10,0,1
4,0,33,1848,32,0,25,0,1
0,0,33,0,0,0,0,0,1
0,0,33,1248,13,0,3,1,0
0,0,30,6365,85,0,16,1,0
0,0,33,0,0,0,0,0,1
0,0,33,0,0,0,0,1,0
20,0,28,15655,226,0,74,1,0
1,0,31,6545,104,232,27,1,0
0,0,33,3298,70,0,22,1,0
0,0,32,1245,32,0,14,0,0
1,0,33,2360,41,136,17,1,0
0,0,24,895,24,154,5,1,0
0,0,23,1148,27,0,62,1,0
6,0,24,280,13,0,1,0,0
0,0,23,0,0,0,0,0,0
5,0,22,805,20,0,7,1,0
0,0,22,2805,49,0,17,1,0
0,0,15,1275,14,0,8,1,0
11,0,14,5973,129,46,36,1,0
7,0,12,8513,159,34,34,1,0
3,0,13,2433,33,0,13,1,0
0,0,6,3970,28,176,4,1,0
0,1,6,1068,7,0,1,1,1
5,0,36,4255,66,7,18,1,0
0,0,37,0,0,9,0,0,0
7,0,35,2338,55,361,25,1,0
7,0,36,4083,61,3,36,1,0
0,0,36,2278,53,4,34,1,0
8,0,36,3660,77,34,29,1,0
1,0,36,2245,34,287,19,1,0
10,0,35,9000,116,146,44,1,0
4,0,36,13658,164,2,45,1,0
4,0,36,4400,78,4,26,1,0
3,0,36,5803,90,9,13,1,0
6,1,36,2123,49,10,18,0,0
22,0,36,15025,220,56,33,1,0
1,0,36,2980,22,485,9,1,0
6,0,35,15370,177,152,31,1,0
0,0,35,6385,81,188,27,1,0
0,0,35,760,9,2,12,0,0
0,0,36,595,9,15,9,0,0
0,0,35,0,0,2,0,0,1
0,0,35,7393,122,386,44,1,0
4,0,35,11350,149,13,48,1,0
5,0,35,6603,70,110,38,1,0
20,0,31,840,42,18,18,0,1
18,0,34,10320,88,3,43,1,0
10,0,34,5703,93,28,25,1,1
0,0,32,2725,17,2,15,1,0
6,0,33,2875,36,11,17,0,1
6,1,34,2153,39,36,32,0,1
0,0,34,0,0,2,0,0,1
0,0,34,1553,20,2,7,1,0
0,0,31,6670,92,16,23,1,0
0,0,34,513,2,11,5,0,1
0,0,34,0,0,6,0,1,0
22,0,29,15960,233,2,81,1,0
3,0,32,6850,111,273,34,1,0
0,0,34,3603,77,4,29,1,0
0,0,33,1550,39,40,21,0,0
3,0,34,2665,48,177,24,1,0
1,0,25,1200,31,195,12,1,0
1,0,24,1453,34,32,69,1,0
8,0,25,585,20,12,8,0,0
0,0,24,710,5,23,4,0,0
7,0,23,1110,27,21,14,1,0
0,0,23,3110,56,10,24,1,0
0,0,16,1580,21,30,15,1,0
13,0,15,6277,136,87,43,1,0
9,0,13,8817,166,75,41,1,0
5,0,14,2737,40,33,20,1,0
0,0,7,4275,35,217,11,1,0
0,1,7,1372,14,2,8,1,1
1,0,36,3875,64,0,12,1,0
0,0,37,0,0,0,0,0,0
3,0,35,1958,53,343,19,1,0
3,0,36,3703,59,0,30,1,0
0,0,36,1898,51,0,28,1,0
4,0,36,3280,75,16,23,1,0
0,0,36,1865,32,269,13,1,0
6,0,35,8620,114,128,38,1,0
0,0,36,13278,162,0,39,1,0
0,0,36,4020,76,0,20,1,0
0,0,36,5423,88,0,7,1,0
2,0,36,1743,47,0,12,0,0
18,0,36,14645,218,38,27,1,0
0,0,36,2600,20,467,3,1,0
2,0,35,14990,175,134,25,1,0
0,0,35,6005,79,170,21,1,0
0,0,35,380,7,0,6,0,0
0,0,36,215,7,0,3,0,0
0,0,35,0,0,0,0,0,1
0,0,35,7013,120,368,38,1,0
0,0,35,10970,147,0,42,1,0
1,0,35,6223,68,92,32,1,0
16,1,31,460,40,0,12,0,1
14,0,34,9940,86,0,37,1,0
6,0,34,5323,91,10,19,1,1
0,0,32,2345,15,0,9,1,0
2,1,33,2495,34,0,11,0,1
2,0,34,1773,37,18,26,0,1
0,0,34,0,0,0,0,0,1
0,0,34,1173,18,0,1,1,0
0,0,31,6290,90,0,17,1,0
0,0,34,0,0,0,0,0,1
0,0,34,0,0,0,0,1,0
18,0,29,15580,231,0,75,1,0
0,0,32,6470,109,255,28,1,0
0,0,34,3223,75,0,23,1,0
0,0,33,1170,37,22,15,0,0
0,0,34,2285,46,159,18,1,0
0,0,25,820,29,177,6,1,0
0,0,24,1073,32,14,63,1,0
4,0,25,205,18,0,2,0,0
0,0,24,0,0,5,0,0,0
3,0,23,730,25,3,8,1,0
0,0,23,2730,54,0,18,1,0
0,0,16,1200,19,12,9,1,0
9,0,15,5897,134,69,37,1,0
5,0,13,8437,164,57,35,1,0
1,0,14,2357,38,15,14,1,0
0,0,7,3895,33,199,5,1,0
0,0,7,992,12,0,2,1,1
1,0,31,4065,59,0,14,1,0
0,0,32,0,0,0,0,0,0
3,0,30,2148,48,344,21,1,0
3,0,31,3893,54,0,32,1,0
0,0,31,2088,46,0,30,1,0
4,0,31,3470,70,17,25,1,0
0,0,31,2055,27,270,15,1,0
6,0,30,8810,109,129,40,1,0
0,0,31,13468,157,0,41,1,0
0,0,31,4210,71,0,22,1,0
0,0,31,5613,83,0,9,1,0
2,0,31,1933,42,0,14,0,0
18,0,31,14835,213,39,29,1,0
0,0,31,2790,15,468,5,1,0
2,0,30,15180,170,135,27,1,0
0,0,30,6195,74,171,23,1,0
0,0,30,570,2,0,8,0,0
0,0,31,405,2,0,5,0,0
0,0,30,0,0,0,0,0,1
0,0,30,7203,115,369,40,1,0
0,0,30,11160,142,0,44,1,0
1,0,30,6413,63,93,34,1,0
16,0,26,650,35,1,14,0,1
14,0,29,10130,81,0,39,1,0
6,0,29,5513,86,11,21,1,1
0,0,27,2535,10,0,11,1,0
2,0,28,2685,29,0,13,0,1
2,0,29,1963,32,19,28,0,1
0,0,29,0,0,0,0,0,1
0,0,29,1363,13,0,3,1,0
0,0,26,6480,85,0,19,1,0
0,0,29,0,0,0,0,0,1
0,0,29,0,0,0,0,1,0
18,0,24,15770,226,0,77,1,0
0,0,27,6660,104,256,30,1,0
0,0,29,3413,70,0,25,1,0
0,0,28,1360,32,23,17,0,0
0,0,29,2475,41,160,20,1,0
0,0,20,1010,24,178,8,1,0
0,0,19,1263,27,15,65,1,0
4,0,20,395,13,0,4,0,0
0,0,19,520,4,6,2,0,0
3,0,18,920,20,4,10,1,0
0,0,18,2920,49,0,20,1,0
0,0,11,1390,14,13,11,1,0
9,0,10,6087,129,70,39,1,0
5,0,8,8627,159,58,37,1,0
1,0,9,2547,33,16,16,1,0
0,0,3,4085,28,200,7,1,0
0,0,3,1182,7,0,4,1,1
5,0,41,4065,71,6,16,1,0
0,0,42,13,5,8,3,0,0
7,0,40,2148,60,360,23,1,0
7,0,41,3893,66,2,34,1,0
0,0,41,2088,58,3,32,1,0
8,0,41,3470,82,33,27,1,0
1,0,41,2055,39,286,17,1,0
10,0,40,8810,121,145,42,1,0
4,0,41,13468,169,1,43,1,0
4,0,41,4210,83,3,24,1,0
3,0,41,5613,95,8,11,1,0
6,0,41,1933,54,9,16,0,0
22,0,41,14835,225,55,31,1,0
1,0,41,2790,27,484,7,1,0
6,0,40,15180,182,151,29,1,0
0,0,40,6195,86,187,25,1,0
0,0,40,570,14,1,10,0,0
0,0,41,405,14,14,7,0,0
0,0,40,0,0,1,0,0,1
0,0,40,7203,127,385,42,1,0
4,0,40,11160,154,12,46,1,0
5,0,40,6413,75,109,36,1,0
20,0,36,650,47,17,16,0,1
18,0,39,10130,93,2,41,1,0
10,0,39,5513,98,27,23,1,1
0,0,37,2535,22,1,13,1,0
6,1,38,2685,41,10,15,0,1
6,0,39,1963,44,35,30,0,1
0,0,39,0,0,1,0,0,1
0,0,39,1363,25,1,5,1,0
0,0,36,6480,97,15,21,1,0
0,0,39,323,7,10,3,0,1
0,0,39,33,4,5,1,1,0
22,0,34,15770,238,1,79,1,0
3,0,37,6660,116,272,32,1,0
0,0,39,3413,82,3,27,1,0
0,0,38,1360,44,39,19,0,0
3,0,39,2475,53,176,22,1,0
1,0,30,1010,36,194,10,1,0
1,0,29,1263,39,31,67,1,0
8,0,30,395,25,11,6,0,0
0,0,29,520,10,22,2,0,0
7,0,28,920,32,20,12,1,0
0,0,28,2920,61,9,22,1,0
0,0,21,1390,26,29,13,1,0
13,0,20,6087,141,86,41,1,0
9,0,18,8627,171,74,39,1,0
5,0,19,2547,45,32,18,1,0
0,0,12,4085,40,216,9,1,0
0,0,12,1182,19,1,6,1,1
9,0,37,4775,76,23,15,1,0
1,0,38,723,10,8,2,0,0
11,0,36,2858,65,360,22,1,0
11,0,37,4603,71,2,33,1,0
4,0,37,2798,63,3,31,1,0
12,0,37,4180,87,33,26,1,0
5,0,37,2765,44,286,16,1,0
14,0,36,9520,126,145,41,1,0
8,0,37,14178,174,1,42,1,0
8,0,37,4920,88,3,23,1,0
7,0,37,6323,100,8,10,1,0
10,0,37,2643,59,9,15,0,0
26,1,37,15545,230,55,30,1,0
5,0,37,3500,32,484,6,1,0
10,0,36,15890,187,151,28,1,0
4,0,36,6905,91,187,24,1,0
1,0,36,1280,19,1,9,0,0
3,0,37,1115,19,14,6,0,0
0,0,36,0,0,1,0,0,1
4,0,36,7913,132,385,41,1,0
8,0,36,11870,159,12,45,1,0
9,0,36,7123,80,109,35,1,0
24,0,32,1360,52,17,15,0,1
22,0,35,10840,98,2,40,1,0
14,0,35,6223,103,27,22,1,0
2,0,33,3245,27,1,12,1,0
10,0,34,3395,46,10,14,0,1
10,1,35,2673,49,35,29,0,1
1,0,35,538,7,1,1,0,1
2,0,35,2073,30,1,4,1,0
4,0,32,7190,102,15,20,1,0
1,0,35,1033,12,10,2,0,1
1,0,35,743,9,5,1,1,0
26,0,30,16480,243,1,78,1,0
7,0,33,7370,121,272,31,1,0
3,0,35,4123,87,3,26,1,0
4,0,34,2070,49,39,18,0,0
7,0,35,3185,58,176,21,1,0
5,0,26,1720,41,194,9,1,0
5,0,25,1973,44,31,66,1,0
12,0,26,1105,30,11,5,0,0
1,0,25,1230,15,22,1,0,0
11,0,24,1630,37,20,11,1,0
3,0,24,3630,66,9,21,1,0
3,0,17,2100,31,29,12,1,0
17,0,16,6797,146,86,40,1,0
13,0,14,9337,176,74,38,1,0
9,0,15,3257,50,32,17,1,0
3,0,8,4795,45,216,8,1,0
4,0,8,1892,24,1,5,1,1
0,0,35,3355,54,0,15,1,0
0,0,36,0,0,0,0,0,0
0,0,34,1438,43,327,22,1,0
0,0,35,3183,49,0,33,1,0
0,0,35,1378,41,0,31,1,0
0,0,35,2760,65,0,26,1,0
0,0,35,1345,22,253,16,1,0
2,0,34,8100,104,112,41,1,0
0,0,35,12758,152,0,42,1,0
0,0,35,3500,66,0,23,1,0
0,0,35,4903,78,0,10,1,0
0,0,35,1223,37,0,15,0,0
14,0,35,14125,208,22,30,1,0
0,0,35,2080,10,451,6,1,0
0,0,34,14470,165,118,28,1,0
0,0,34,5485,69,154,24,1,0
0,0,34,0,0,0,0,0,0
0,0,35,0,0,0,0,0,0
0,0,34,0,0,0,0,0,1
0,0,34,6493,110,352,41,1,0
0,0,34,10450,137,0,45,1,0
0,0,34,5703,58,76,35,1,0
0,1,30,0,0,0,0,0,1
10,0,33,9420,76,0,40,1,0
2,1,33,4803,81,0,22,1,1
0,0,31,1825,5,0,12,1,0
0,0,32,1975,24,0,14,0,1
0,0,33,1253,27,2,29,0,1
0,1,33,0,0,0,0,0,1
0,0,33,653,8,0,4,1,0
0,0,30,5770,80,0,20,1,0
0,0,33,0,0,0,0,0,1
0,0,33,0,0,0,0,1,0
14,0,28,15060,221,0,78,1,0
0,0,31,5950,99,239,31,1,0
0,0,33,2703,65,0,26,1,0
0,0,32,650,27,6,18,0,0
0,0,33,1765,36,143,21,1,0
0,0,24,300,19,161,9,1,0
0,0,23,553,22,0,66,1,0
0,0,24,0,0,0,0,0,0
0,0,23,0,0,0,0,0,0
0,0,22,210,15,0,11,1,0
0,0,22,2210,44,0,21,1,0
0,0,15,680,9,0,12,1,0
5,0,14,5377,124,53,40,1,0
1,0,12,7917,154,41,38,1,0
0,0,13,1837,28,0,17,1,0
0,0,6,3375,23,183,8,1,0
0,0,6,472,2,0,5,1,1
3,0,36,4065,65,0,15,1,0
0,0,37,0,0,0,0,0,0
5,0,35,2148,54,352,22,1,0
5,0,36,3893,60,0,33,1,0
0,0,36,2088,52,0,31,1,0
6,0,36,3470,76,25,26,1,0
0,0,36,2055,33,278,16,1,0
8,0,35,8810,115,137,41,1,0
2,0,36,13468,163,0,42,1,0
2,0,36,4210,77,0,23,1,0
1,0,36,5613,89,0,10,1,0
4,0,36,1933,48,1,15,0,0
20,0,36,14835,219,47,30,1,0
0,0,36,2790,21,476,6,1,0
4,0,35,15180,176,143,28,1,0
0,0,35,6195,80,179,24,1,0
0,0,35,570,8,0,9,0,0
0,0,36,405,8,6,6,0,0
0,1,35,0,0,0,0,0,1
0,0,35,7203,121,377,41,1,0
2,0,35,11160,148,4,45,1,0
3,0,35,6413,69,101,35,1,0
18,0,31,650,41,9,15,0,1
16,0,34,10130,87,0,40,1,0
8,0,34,5513,92,19,22,1,1
0,0,32,2535,16,0,12,1,0
4,0,33,2685,35,2,14,0,1
4,1,34,1963,38,27,29,0,1
0,0,34,0,0,0,0,0,1
0,0,34,1363,19,0,4,1,0
0,0,31,6480,91,7,20,1,0
0,1,34,323,1,2,2,0,1
0,0,34,0,0,0,0,1,0
20,0,29,15770,232,0,78,1,0
1,0,32,6660,110,264,31,1,0
0,0,34,3413,76,0,26,1,0
0,0,33,1360,38,31,18,0,0
1,0,34,2475,47,168,21,1,0
0,0,25,1010,30,186,9,1,0
0,0,24,1263,33,23,66,1,0
6,0,25,395,19,3,5,0,0
0,0,24,520,4,14,1,0,0
5,0,23,920,26,12,11,1,0
0,0,23,2920,55,1,21,1,0
0,0,16,1390,20,21,12,1,0
11,0,15,6087,135,78,40,1,0
7,0,13,8627,165,66,38,1,0
3,0,14,2547,39,24,17,1,0
0,0,7,4085,34,208,8,1,0
0,0,7,1182,13,0,5,1,1
3,0,36,4065,65,0,15,1,0
0,0,37,0,0,0,0,0,0
5,0,35,2148,54,352,22,1,0
5,0,36,3893,60,0,33,1,0
0,0,36,2088,52,0,31,1,0
6,0,36,3470,76,25,26,1,0
0,0,36,2055,33,278,16,1,0
8,0,35,8810,115,137,41,1,0
2,0,36,13468,163,0,42,1,0
2,0,36,4210,77,0,23,1,0
1,0,36,5613,89,0,10,1,0
4,0,36,1933,48,1,15,0,0
20,0,36,14835,219,47,30,1,0
0,0,36,2790,21,476,6,1,0
4,0,35,15180,176,143,28,1,0
0,0,35,6195,80,179,24,1,0
0,0,35,570,8,0,9,0,0
0,0,36,405,8,6,6,0,0
0,0,35,0,0,0,0,0,1
0,0,35,7203,121,377,41,1,0
2,0,35,11160,148,4,45,1,0
3,0,35,6413,69,101,35,1,0
18,1,31,650,41,9,15,0,1
16,0,34,10130,87,0,40,1,0
8,0,34,5513,92,19,22,1,1
0,0,32,2535,16,0,12,1,0
4,1,33,2685,35,2,14,0,1
4,0,34,1963,38,27,29,0,1
0,1,34,0,0,0,0,0,1
0,0,34,1363,19,0,4,1,0
0,0,31,6480,91,7,20,1,0
0,0,34,323,1,2,2,0,1
0,0,34,0,0,0,0,1,0
20,0,29,15770,232,0,78,1,0
1,0,32,6660,110,264,31,1,0
0,0,34,3413,76,0,26,1,0
0,0,33,1360,38,31,18,0,0
1,0,34,2475,47,168,21,1,0
0,0,25,1010,30,186,9,1,0
0,0,24,1263,33,23,66,1,0
6,0,25,395,19,3,5,0,0
0,0,24,520,4,14,1,0,0
5,0,23,920,26,12,11,1,0
0,0,23,2920,55,1,21,1,0
0,0,16,1390,20,21,12,1,0
11,0,15,6087,135,78,40,1,0
7,0,13,8627,165,66,38,1,0
3,0,14,2547,39,24,17,1,0
0,0,7,4085,34,208,8,1,0
0,0,7,1182,13,0,5,1,1
13,0,40,4675,77,12,19,1,0
5,0,41,623,11,14,6,0,0
15,0,39,2758,66,366,26,1,0
15,0,40,4503,72,8,37,1,0
8,0,40,2698,64,9,35,1,0
16,0,40,4080,88,39,30,1,0
9,0,40,2665,45,292,20,1,0
18,0,39,9420,127,151,45,1,0
12,0,40,14078,175,7,46,1,0
12,0,40,4820,89,9,27,1,0
11,0,40,6223,101,14,14,1,0
14,1,40,2543,60,15,19,0,0
30,0,40,15445,231,61,34,1,0
9,0,40,3400,33,490,10,1,0
14,0,39,15790,188,157,32,1,0
8,0,39,6805,92,193,28,1,0
5,0,39,1180,20,7,13,0,0
7,0,40,1015,20,20,10,0,0
5,0,39,305,6,7,2,0,1
8,0,39,7813,133,391,45,1,0
12,0,39,11770,160,18,49,1,0
13,0,39,7023,81,115,39,1,0
28,0,35,1260,53,23,19,0,1
26,0,38,10740,99,8,44,1,0
18,0,38,6123,104,33,26,1,0
6,0,36,3145,28,7,16,1,0
14,1,37,3295,47,16,18,0,1
14,1,38,2573,50,41,33,0,1
5,0,38,438,8,7,4,0,1
6,0,38,1973,31,7,8,1,0
8,0,35,7090,103,21,24,1,0
5,0,38,933,13,16,6,0,1
5,0,38,643,10,11,4,1,0
30,0,33,16380,244,7,82,1,0
11,0,36,7270,122,278,35,1,0
7,0,38,4023,88,9,30,1,0
8,0,37,1970,50,45,22,0,0
11,0,38,3085,59,182,25,1,0
9,0,29,1620,42,200,13,1,0
9,0,28,1873,45,37,70,1,0
16,0,29,1005,31,17,9,0,0
5,0,28,1130,16,28,5,0,0
15,0,27,1530,38,26,15,1,0
7,0,27,3530,67,15,25,1,0
7,0,20,2000,32,35,16,1,0
21,0,19,6698,147,92,44,1,0
17,0,17,9238,177,80,42,1,0
13,0,18,3158,51,38,21,1,0
7,0,11,4695,46,222,12,1,0
8,1,11,1793,25,7,9,1,1
16,0,42,4735,80,17,21,1,0
8,0,43,683,14,19,8,1,0
18,0,41,2818,69,371,28,1,0
18,0,42,4563,75,13,39,1,0
11,0,42,2758,67,14,37,1,0
19,0,42,4140,91,44,32,1,0
12,0,42,2725,48,297,22,1,0
21,0,41,9480,130,156,47,1,0
15,0,42,14138,178,12,48,1,0
15,0,42,4880,92,14,29,1,0
14,0,42,6283,104,19,16,1,0
17,0,42,2603,63,20,21,1,0
33,0,42,15505,234,66,36,1,0
12,0,42,3460,36,495,12,1,0
17,0,41,15850,191,162,34,1,0
11,0,41,6865,95,198,30,1,0
8,0,41,1240,23,12,15,1,0
10,0,42,1075,23,25,12,1,0
8,0,41,365,9,12,4,1,1
11,0,41,7873,136,396,47,1,0
15,0,41,11830,163,23,51,1,0
16,0,41,7083,84,120,41,1,0
31,1,37,1320,56,28,21,1,1
29,1,40,10800,102,13,46,1,0
21,0,40,6183,107,38,28,1,0
9,0,38,3205,31,12,18,1,0
17,1,39,3355,50,21,20,1,1
17,0,40,2633,53,46,35,1,1
8,0,40,498,11,12,6,1,1
9,0,40,2033,34,12,10,1,0
11,0,37,7150,106,26,26,1,0
8,1,40,993,16,21,8,1,1
8,0,40,703,13,16,6,1,0
33,0,35,16440,247,12,84,1,0
14,0,38,7330,125,283,37,1,0
10,0,40,4083,91,14,32,1,0
11,0,39,2030,53,50,24,1,0
14,0,40,3145,62,187,27,1,0
12,0,31,1680,45,205,15,1,0
12,0,30,1933,48,42,72,1,0
19,0,31,1065,34,22,11,1,0
8,0,30,1190,19,33,7,1,0
18,0,29,1590,41,31,17,1,0
10,0,29,3590,70,20,27,1,0
10,0,22,2060,35,40,18,1,0
24,0,21,6758,150,97,46,1,0
20,0,19,9298,180,85,44,1,0
16,0,20,3218,54,43,23,1,0
10,0,13,4755,49,227,14,1,0
11,1,13,1853,28,12,11,1,1
10,0,38,4615,74,7,17,1,0
5,0,39,563,8,9,4,0,0
12,0,37,2698,63,361,24,1,0
12,0,38,4443,69,7,35,1,0
5,0,38,2638,61,7,33,1,0
13,0,38,4020,85,34,28,1,0
6,0,38,2605,42,287,18,1,0
15,0,37,9360,124,146,43,1,0
9,0,38,14018,172,7,44,1,0
9,0,38,4760,86,7,25,1,0
8,0,38,6163,98,9,12,1,0
11,0,38,2483,57,10,17,0,0
27,0,38,15385,228,56,32,1,0
6,0,38,3340,30,485,8,1,0
11,0,37,15730,185,152,30,1,0
5,0,37,6745,89,188,26,1,0
5,0,37,1120,17,7,11,0,0
5,0,38,955,17,15,8,0,0
5,0,37,305,6,7,2,0,1
